"country","iso2c","quarter","bond_yld_datastream","bond_yld_datastream_details"
"United States","US",1997.2,7.02,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1997.3,6.59,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1997.4,6.22,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1998.1,5.95,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1998.2,5.94,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1998.3,5.61,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1998.4,5.38,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1999.1,5.66,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1999.2,6.09,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1999.3,6.4,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",1999.4,6.61,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2000.1,6.59,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2000.2,6.34,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2000.3,6.1,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2000.4,5.89,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2001.1,5.59,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2001.2,5.84,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2001.3,5.62,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2001.4,5.48,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2002.1,5.74,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2002.2,5.77,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2002.3,5.19,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2002.4,5.02,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2003.1,4.9,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2003.2,4.59,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2003.3,5.17,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2003.4,5.16,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2004.1,4.89,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2004.2,5.36,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2004.3,5.07,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2004.4,4.87,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2005.1,4.76,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2005.2,4.55,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2005.3,4.51,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2005.4,4.77,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2006.1,4.76,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2006.2,5.29,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2006.3,5.09,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2006.4,4.83,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2007.1,4.9,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2007.2,5.07,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2007.3,5.01,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2007.4,4.65,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2008.1,4.4,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2008.2,4.59,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2008.3,4.49,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2008.4,3.97,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2009.1,3.69,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2009.2,4.19,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2009.3,4.28,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2009.4,4.27,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2010.1,4.49,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2010.2,4.2,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2010.3,3.6,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2010.4,3.84,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2011.1,4.32,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2011.2,4.07,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2011.3,3.34,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2011.4,2.75,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2012.1,2.8,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2012.2,2.55,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2012.3,2.37,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2012.4,2.46,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2013.1,2.75,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2013.2,2.78,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2013.3,3.44,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2013.4,3.5,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2014.1,3.42,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2014.2,3.18,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2014.3,3.01,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2014.4,2.69,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2015.1,2.32,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2015.2,2.62,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"United States","US",2015.3,NA,"US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR"
"Viet Nam","VN",1953.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1953.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1953.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1954.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1954.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1954.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1954.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1955.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1955.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1955.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1955.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1956.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1956.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1956.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1956.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1957.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1957.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1957.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1957.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1958.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1958.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1958.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1958.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1959.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1959.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1959.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1959.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1960.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1960.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1960.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1960.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1961.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1961.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1961.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1961.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1962.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1962.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1962.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1962.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1963.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1963.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1963.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1963.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1964.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1964.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1964.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1964.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1965.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1965.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1965.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1965.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1966.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1966.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1966.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1966.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1967.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1967.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1967.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1967.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1968.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1968.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1968.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1968.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1969.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1969.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1969.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1969.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1970.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1970.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1970.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1970.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1971.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1971.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1971.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1971.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1972.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1972.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1972.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1972.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1973.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1973.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1973.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1973.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1974.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1974.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1974.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1974.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1975.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1975.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1975.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1975.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1976.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1976.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1976.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1976.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1977.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1977.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1977.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1977.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1978.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1978.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1978.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1978.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1979.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1979.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1979.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1979.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1980.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1980.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1980.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1980.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1981.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1981.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1981.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1981.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1982.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1982.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1982.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1982.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1983.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1983.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1983.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1983.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1984.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1984.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1984.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1984.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1985.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1985.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1985.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1985.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1986.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1986.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1986.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1986.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1987.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1987.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1987.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1987.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1988.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1988.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1988.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1988.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1989.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1989.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1989.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1989.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1990.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1990.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1990.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1990.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1991.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1991.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1991.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1991.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1992.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1992.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1992.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1992.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1993.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1993.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1993.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1993.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1994.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1994.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1994.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1994.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1995.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1995.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1995.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1995.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1996.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1996.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1996.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1996.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1997.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1997.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1997.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1997.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1998.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1998.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1998.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1998.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1999.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1999.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1999.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",1999.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",2000.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",2000.2,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",2000.3,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",2000.4,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
"Viet Nam","VN",2001.1,NA,"VI GOVERNMENT BOND YIELD - 10 YEARS (EP)"
