"countrynum","yearnum","variable","value"
36,11,2,0
36,11,3,1
36,11,4,1
36,11,5,1
36,11,6,1
36,11,7,1
36,11,8,0
36,11,9,1
36,11,10,1
36,11,11,1
36,11,12,1
36,11,13,1
36,12,1,1
36,12,2,0
36,12,3,1
36,12,4,1
36,12,5,1
36,12,6,1
36,12,7,1
36,12,8,1
36,12,9,1
36,12,10,1
36,12,11,1
36,12,12,1
36,12,13,1
36,13,1,1
36,13,2,0
36,13,3,1
36,13,4,1
36,13,5,1
36,13,6,1
36,13,7,1
36,13,8,1
36,13,9,1
36,13,10,1
36,13,11,1
36,13,12,1
36,13,13,1
36,14,1,1
36,14,2,0
36,14,3,1
36,14,4,1
36,14,5,1
36,14,6,1
36,14,7,1
36,14,8,1
36,14,9,1
36,14,10,1
36,14,11,1
36,14,12,1
36,14,13,1
36,15,1,1
36,15,2,0
36,15,3,1
36,15,4,1
36,15,5,1
36,15,6,1
36,15,7,1
36,15,8,1
36,15,9,1
36,15,10,1
36,15,11,1
36,15,12,1
36,15,13,1
36,16,1,1
36,16,2,0
36,16,3,1
36,16,4,1
36,16,5,1
36,16,6,1
36,16,7,1
36,16,8,1
36,16,9,1
36,16,10,0
36,16,11,1
36,16,12,1
36,16,13,1
36,17,1,1
36,17,2,0
36,17,3,1
36,17,4,1
36,17,5,1
36,17,6,1
36,17,7,1
36,17,8,1
36,17,9,1
36,17,10,0
36,17,11,1
36,17,12,1
36,17,13,1
36,18,1,1
36,18,2,0
36,18,3,1
36,18,4,1
36,18,5,1
36,18,6,1
36,18,7,1
36,18,8,1
36,18,9,1
36,18,10,0
36,18,11,1
36,18,12,1
36,18,13,1
36,19,1,1
36,19,2,0
36,19,3,1
36,19,4,1
36,19,5,1
36,19,6,1
36,19,7,1
36,19,8,1
36,19,9,1
36,19,10,0
36,19,11,1
36,19,12,1
36,19,13,1
36,20,1,1
36,20,2,0
36,20,3,1
36,20,4,1
36,20,5,1
36,20,6,1
36,20,7,1
36,20,8,1
36,20,9,1
36,20,10,0
36,20,11,1
36,20,12,1
36,20,13,1
36,21,1,1
36,21,2,0
36,21,3,1
36,21,4,1
36,21,5,1
36,21,6,1
36,21,7,1
36,21,8,1
36,21,9,1
36,21,10,0
36,21,11,1
36,21,12,1
36,21,13,1
36,22,1,1
36,22,2,0
36,22,3,1
36,22,4,1
36,22,5,1
36,22,6,1
36,22,7,1
36,22,8,1
36,22,9,1
36,22,10,0
36,22,11,1
36,22,12,1
36,22,13,1
36,23,1,1
36,23,2,0
36,23,3,1
36,23,4,1
36,23,5,1
36,23,6,1
36,23,7,1
36,23,8,1
36,23,9,1
36,23,10,0
36,23,11,1
36,23,12,1
36,23,13,1
36,24,1,1
36,24,2,0
36,24,3,1
36,24,4,1
36,24,5,1
36,24,6,0
36,24,7,1
36,24,8,0
36,24,9,1
36,24,10,0
36,24,11,1
36,24,12,1
36,24,13,1
37,1,1,1
37,1,2,0
37,1,3,1
37,1,4,1
37,1,5,1
37,1,6,0
37,1,7,1
37,1,8,0
37,1,9,1
37,1,10,1
37,1,11,1
37,1,12,1
37,1,13,1
37,2,1,1
37,2,2,0
37,2,3,1
37,2,4,1
37,2,5,1
37,2,6,0
37,2,7,1
37,2,8,0
37,2,9,1
37,2,10,1
37,2,11,1
37,2,12,1
37,2,13,1
37,3,1,1
37,3,2,0
37,3,3,1
37,3,4,1
37,3,5,1
37,3,6,0
37,3,7,1
37,3,8,0
37,3,9,1
37,3,10,1
37,3,11,1
37,3,12,1
37,3,13,1
37,4,1,1
37,4,2,0
37,4,3,1
37,4,4,1
37,4,5,1
37,4,6,0
37,4,7,1
37,4,8,0
37,4,9,1
37,4,10,1
37,4,11,1
37,4,12,1
37,4,13,1
37,5,1,1
37,5,2,0
37,5,3,1
37,5,4,1
37,5,5,1
37,5,6,0
37,5,7,1
37,5,8,0
37,5,9,1
37,5,10,1
37,5,11,1
37,5,12,1
37,5,13,1
37,6,1,1
37,6,2,0
37,6,3,1
37,6,4,1
37,6,5,1
37,6,6,0
37,6,7,1
37,6,8,0
37,6,9,1
37,6,10,1
37,6,11,1
37,6,12,1
37,6,13,1
37,7,1,1
37,7,2,0
37,7,3,1
37,7,4,1
37,7,5,1
37,7,6,0
37,7,7,1
37,7,8,0
37,7,9,1
37,7,10,1
37,7,11,1
37,7,12,1
37,7,13,1
37,8,1,1
37,8,2,0
37,8,3,1
37,8,4,1
37,8,5,1
37,8,6,0
37,8,7,1
37,8,8,0
37,8,9,1
37,8,10,1
37,8,11,1
37,8,12,1
37,8,13,1
37,9,1,1
37,9,2,0
37,9,3,1
37,9,4,1
37,9,5,1
37,9,6,0
37,9,7,1
37,9,8,0
37,9,9,1
37,9,10,1
37,9,11,1
37,9,12,1
37,9,13,1
37,10,1,1
37,10,2,0
37,10,3,1
37,10,4,1
37,10,5,1
37,10,6,0
37,10,7,1
37,10,8,1
37,10,9,1
37,10,10,1
37,10,11,1
37,10,12,1
37,10,13,1
37,11,1,1
37,11,2,0
37,11,3,1
37,11,4,1
37,11,5,1
37,11,6,1
37,11,7,1
37,11,8,1
37,11,9,1
37,11,10,1
37,11,11,1
37,11,12,1
37,11,13,1
37,12,1,1
37,12,2,0
37,12,3,1
37,12,4,1
37,12,5,1
37,12,6,1
37,12,7,1
37,12,8,1
37,12,9,1
37,12,10,1
37,12,11,1
37,12,12,1
37,12,13,1
37,13,1,1
37,13,2,0
37,13,3,1
37,13,4,1
37,13,5,1
37,13,6,1
37,13,7,1
37,13,8,1
37,13,9,1
37,13,10,1
37,13,11,1
37,13,12,1
37,13,13,1
37,14,1,1
37,14,2,0
37,14,3,1
37,14,4,1
37,14,5,1
37,14,6,1
37,14,7,1
37,14,8,1
37,14,9,1
37,14,10,1
37,14,11,1
37,14,12,1
37,14,13,1
37,15,1,1
37,15,2,0
37,15,3,1
37,15,4,1
37,15,5,1
37,15,6,1
37,15,7,1
37,15,8,1
37,15,9,1
37,15,10,0
37,15,11,1
37,15,12,1
37,15,13,1
37,16,1,1
37,16,2,0
37,16,3,1
37,16,4,1
37,16,5,1
37,16,6,1
37,16,7,1
37,16,8,1
37,16,9,1
37,16,10,0
37,16,11,1
37,16,12,1
37,16,13,1
37,17,1,1
37,17,2,0
37,17,3,1
37,17,4,1
37,17,5,1
37,17,6,1
37,17,7,1
37,17,8,1
37,17,9,1
37,17,10,0
37,17,11,1
37,17,12,1
37,17,13,1
37,18,1,1
37,18,2,0
37,18,3,1
37,18,4,1
37,18,5,1
37,18,6,1
37,18,7,1
37,18,8,1
37,18,9,1
37,18,10,0
37,18,11,1
37,18,12,1
37,18,13,1
37,19,1,1
37,19,2,0
37,19,3,1
37,19,4,1
37,19,5,1
37,19,6,1
37,19,7,1
37,19,8,1
37,19,9,1
37,19,10,0
37,19,11,1
37,19,12,1
37,19,13,1
37,20,1,1
37,20,2,0
37,20,3,1
37,20,4,1
37,20,5,1
37,20,6,1
37,20,7,1
37,20,8,1
37,20,9,1
37,20,10,0
37,20,11,1
37,20,12,1
37,20,13,1
37,21,1,1
37,21,2,0
37,21,3,1
37,21,4,1
37,21,5,1
37,21,6,1
37,21,7,1
37,21,8,1
37,21,9,1
37,21,10,0
37,21,11,1
37,21,12,1
37,21,13,1
37,22,1,1
37,22,2,0
37,22,3,1
37,22,4,1
37,22,5,1
37,22,6,1
37,22,7,1
37,22,8,1
37,22,9,1
37,22,10,0
37,22,11,1
37,22,12,1
37,22,13,1
37,23,1,1
37,23,2,0
37,23,3,1
37,23,4,1
37,23,5,1
37,23,6,1
37,23,7,1
37,23,8,1
37,23,9,1
37,23,10,0
37,23,11,1
37,23,12,1
37,23,13,1
37,24,1,1
37,24,2,0
37,24,3,1
37,24,4,1
37,24,5,1
37,24,6,1
37,24,7,1
37,24,8,0
37,24,9,1
37,24,10,0
37,24,11,1
37,24,12,1
37,24,13,1
38,1,1,1
38,1,2,1
38,1,3,1
38,1,4,1
38,1,5,1
38,1,6,0
38,1,7,1
38,1,8,1
38,1,9,1
38,1,10,1
38,1,11,1
38,1,12,1
38,1,13,1
38,2,1,1
38,2,2,1
38,2,3,1
38,2,4,1
38,2,5,1
38,2,6,0
38,2,7,1
38,2,8,1
38,2,9,1
38,2,10,1
38,2,11,1
38,2,12,1
38,2,13,1
38,3,1,1
38,3,2,1
38,3,3,1
38,3,4,1
38,3,5,1
38,3,6,0
38,3,7,1
38,3,8,1
38,3,9,1
38,3,10,1
38,3,11,1
38,3,12,1
38,3,13,1
38,4,1,1
38,4,2,1
38,4,3,1
38,4,4,1
38,4,5,1
38,4,6,0
38,4,7,1
38,4,8,1
38,4,9,1
38,4,10,1
38,4,11,1
38,4,12,1
38,4,13,1
38,5,1,1
38,5,2,1
38,5,3,1
38,5,4,1
38,5,5,1
38,5,6,0
38,5,7,1
38,5,8,1
38,5,9,1
38,5,10,1
38,5,11,1
38,5,12,1
38,5,13,1
38,6,1,1
38,6,2,1
38,6,3,1
38,6,4,1
38,6,5,1
38,6,6,0
38,6,7,1
38,6,8,1
38,6,9,1
38,6,10,1
38,6,11,1
38,6,12,1
38,6,13,1
38,7,1,1
38,7,2,1
38,7,3,1
38,7,4,1
38,7,5,1
38,7,6,0
38,7,7,1
38,7,8,1
38,7,9,1
38,7,10,1
38,7,11,1
38,7,12,1
38,7,13,1
38,8,1,1
38,8,2,1
38,8,3,1
38,8,4,1
38,8,5,1
38,8,6,0
38,8,7,1
38,8,8,1
38,8,9,1
38,8,10,1
38,8,11,1
38,8,12,1
38,8,13,1
38,9,1,1
38,9,2,1
38,9,3,1
38,9,4,1
38,9,5,1
38,9,6,0
38,9,7,1
38,9,8,1
38,9,9,1
38,9,10,1
38,9,11,1
38,9,12,1
38,9,13,1
38,10,1,1
38,10,2,1
38,10,3,1
38,10,4,1
38,10,5,1
38,10,6,0
38,10,7,1
38,10,8,1
38,10,9,1
38,10,10,1
38,10,11,1
38,10,12,1
38,10,13,1
38,11,1,1
38,11,2,1
38,11,3,1
38,11,4,1
38,11,5,1
38,11,6,1
38,11,7,1
38,11,8,1
38,11,9,1
38,11,10,1
38,11,11,1
38,11,12,1
38,11,13,1
38,12,1,1
38,12,2,1
38,12,3,1
38,12,4,1
38,12,5,1
38,12,6,1
38,12,7,1
38,12,8,1
38,12,9,1
38,12,10,1
38,12,11,1
38,12,12,1
38,12,13,1
38,13,1,1
38,13,2,1
38,13,3,1
38,13,4,1
38,13,5,1
38,13,6,1
38,13,7,1
38,13,8,1
38,13,9,1
38,13,10,1
38,13,11,1
38,13,12,1
38,13,13,1
38,14,1,1
38,14,2,1
38,14,3,1
38,14,4,1
38,14,5,1
38,14,6,1
38,14,7,1
38,14,8,1
38,14,9,1
38,14,10,1
38,14,11,1
38,14,12,1
38,14,13,1
38,15,1,1
38,15,2,1
38,15,3,1
38,15,4,1
38,15,5,1
38,15,6,1
38,15,7,1
38,15,8,1
38,15,9,1
38,15,10,1
38,15,11,1
38,15,12,1
38,15,13,1
38,16,1,1
38,16,2,1
38,16,3,1
38,16,4,1
38,16,5,1
38,16,6,1
38,16,7,1
38,16,8,1
38,16,9,1
38,16,10,1
38,16,11,1
38,16,12,1
38,16,13,1
38,17,1,1
38,17,2,1
38,17,3,1
38,17,4,1
38,17,5,1
38,17,6,1
38,17,7,1
38,17,8,1
38,17,9,1
38,17,10,1
38,17,11,1
38,17,12,1
38,17,13,1
38,18,1,1
38,18,2,1
38,18,3,1
38,18,4,1
38,18,5,1
38,18,6,1
38,18,7,1
38,18,8,1
38,18,9,1
38,18,10,1
38,18,11,1
38,18,12,1
38,18,13,1
38,19,1,1
38,19,2,1
38,19,3,1
38,19,4,1
38,19,5,1
38,19,6,1
38,19,7,1
38,19,8,1
38,19,9,1
38,19,10,1
38,19,11,1
38,19,12,1
38,19,13,1
38,20,1,1
38,20,2,1
38,20,3,1
38,20,4,1
38,20,5,1
38,20,6,1
38,20,7,1
38,20,8,1
38,20,9,1
38,20,10,1
38,20,11,1
38,20,12,1
38,20,13,1
38,21,1,1
38,21,2,1
38,21,3,1
38,21,4,1
38,21,5,1
38,21,6,1
38,21,7,1
38,21,8,1
38,21,9,1
38,21,10,1
38,21,11,1
38,21,12,1
38,21,13,1
38,22,1,1
38,22,2,1
38,22,3,1
38,22,4,1
38,22,5,1
38,22,6,1
38,22,7,1
38,22,8,1
38,22,9,1
38,22,10,1
38,22,11,1
38,22,12,1
38,22,13,1
38,23,1,1
38,23,2,1
38,23,3,1
38,23,4,1
38,23,5,1
38,23,6,1
38,23,7,1
38,23,8,1
38,23,9,1
38,23,10,1
38,23,11,1
38,23,12,1
38,23,13,1
38,24,1,1
38,24,2,1
38,24,3,1
38,24,4,1
38,24,5,1
38,24,6,1
38,24,7,1
38,24,8,0
38,24,9,1
38,24,10,1
38,24,11,1
38,24,12,1
38,24,13,1
39,1,1,1
39,1,2,1
39,1,3,1
39,1,4,1
39,1,5,1
39,1,6,0
39,1,7,1
39,1,8,0
39,1,9,1
39,1,10,0
39,1,11,1
39,1,12,1
39,1,13,1
39,2,1,1
39,2,2,1
39,2,3,1
39,2,4,1
39,2,5,1
39,2,6,0
39,2,7,1
39,2,8,0
39,2,9,1
39,2,10,0
39,2,11,1
39,2,12,1
39,2,13,1
39,3,1,1
39,3,2,1
39,3,3,1
39,3,4,1
39,3,5,1
39,3,6,0
39,3,7,1
39,3,8,0
39,3,9,1
39,3,10,0
39,3,11,1
39,3,12,1
39,3,13,1
39,4,1,1
39,4,2,1
39,4,3,1
39,4,4,1
39,4,5,1
39,4,6,0
39,4,7,1
39,4,8,0
39,4,9,1
39,4,10,0
39,4,11,1
39,4,12,1
39,4,13,1
39,5,1,1
39,5,2,1
39,5,3,1
39,5,4,1
39,5,5,1
39,5,6,0
39,5,7,1
39,5,8,0
39,5,9,1
39,5,10,0
39,5,11,1
39,5,12,1
39,5,13,1
39,6,1,1
39,6,2,1
39,6,3,1
39,6,4,1
39,6,5,1
39,6,6,0
39,6,7,1
39,6,8,0
39,6,9,1
39,6,10,1
39,6,11,1
39,6,12,1
39,6,13,1
39,7,1,1
39,7,2,1
39,7,3,1
39,7,4,1
39,7,5,1
39,7,6,0
39,7,7,1
39,7,8,0
39,7,9,1
39,7,10,1
39,7,11,1
39,7,12,1
39,7,13,1
39,8,1,1
39,8,2,1
39,8,3,1
39,8,4,1
39,8,5,1
39,8,6,0
39,8,7,1
39,8,8,0
39,8,9,1
39,8,10,1
39,8,11,1
39,8,12,1
39,8,13,1
39,9,1,1
39,9,2,1
39,9,3,1
39,9,4,1
39,9,5,1
39,9,6,0
39,9,7,1
39,9,8,0
39,9,9,1
39,9,10,1
39,9,11,1
39,9,12,1
39,9,13,1
39,10,1,1
39,10,2,1
39,10,3,1
39,10,4,1
39,10,5,1
39,10,6,0
39,10,7,1
39,10,8,0
39,10,9,1
39,10,10,1
39,10,11,1
39,10,12,1
39,10,13,1
39,11,1,1
39,11,2,1
39,11,3,1
39,11,4,1
39,11,5,1
39,11,6,1
39,11,7,1
39,11,8,0
39,11,9,1
39,11,10,1
39,11,11,1
39,11,12,1
39,11,13,1
39,12,1,1
39,12,2,1
39,12,3,1
39,12,4,1
39,12,5,1
39,12,6,1
39,12,7,1
39,12,8,0
39,12,9,1
39,12,10,1
39,12,11,1
39,12,12,1
39,12,13,1
39,13,1,1
39,13,2,1
39,13,3,1
39,13,4,1
39,13,5,1
39,13,6,1
39,13,7,1
39,13,8,1
39,13,9,1
39,13,10,1
39,13,11,1
39,13,12,1
39,13,13,1
39,14,1,1
39,14,2,1
39,14,3,1
39,14,4,1
39,14,5,1
39,14,6,1
39,14,7,1
39,14,8,1
39,14,9,1
39,14,10,1
39,14,11,1
39,14,12,1
39,14,13,1
39,15,1,1
39,15,2,1
39,15,3,1
39,15,4,1
39,15,5,1
39,15,6,1
39,15,7,1
39,15,8,1
39,15,9,1
39,15,10,1
39,15,11,1
39,15,12,1
39,15,13,1
39,16,1,1
39,16,2,1
39,16,3,1
39,16,4,1
39,16,5,1
39,16,6,1
39,16,7,1
39,16,8,1
39,16,9,1
39,16,10,1
39,16,11,1
39,16,12,1
39,16,13,1
39,17,1,1
39,17,2,0
39,17,3,1
39,17,4,1
39,17,5,1
39,17,6,1
39,17,7,1
39,17,8,1
39,17,9,1
39,17,10,1
39,17,11,1
39,17,12,1
39,17,13,1
39,18,1,1
39,18,2,0
39,18,3,1
39,18,4,1
39,18,5,1
39,18,6,1
39,18,7,1
39,18,8,1
39,18,9,1
39,18,10,1
39,18,11,1
39,18,12,1
39,18,13,1
39,19,1,1
39,19,2,0
39,19,3,1
39,19,4,1
39,19,5,1
39,19,6,1
39,19,7,1
39,19,8,1
39,19,9,1
39,19,10,1
39,19,11,1
39,19,12,1
39,19,13,1
39,20,1,1
39,20,2,0
39,20,3,1
39,20,4,1
39,20,5,1
39,20,6,1
39,20,7,1
39,20,8,1
39,20,9,1
39,20,10,1
39,20,11,1
39,20,12,1
39,20,13,1
39,21,1,1
39,21,2,0
39,21,3,1
39,21,4,1
39,21,5,1
39,21,6,1
39,21,7,1
39,21,8,1
39,21,9,1
39,21,10,1
39,21,11,1
39,21,12,1
39,21,13,1
39,22,1,1
39,22,2,0
39,22,3,1
39,22,4,1
39,22,5,1
39,22,6,1
39,22,7,1
39,22,8,1
39,22,9,1
39,22,10,1
39,22,11,1
39,22,12,1
39,22,13,1
39,23,1,1
39,23,2,0
39,23,3,1
39,23,4,1
39,23,5,1
39,23,6,1
39,23,7,1
39,23,8,1
39,23,9,1
39,23,10,1
39,23,11,1
39,23,12,1
39,23,13,1
39,24,1,1
39,24,2,0
39,24,3,1
39,24,4,1
39,24,5,1
39,24,6,1
39,24,7,1
39,24,8,1
39,24,9,1
39,24,10,1
39,24,11,1
39,24,12,1
39,24,13,1
40,1,1,0
40,1,2,0
40,1,3,0
40,1,4,0
40,1,5,0
40,1,6,0
40,1,7,0
40,1,8,0
40,1,9,0
40,1,10,0
40,1,11,0
40,1,12,0
40,1,13,0
40,2,1,0
40,2,2,0
40,2,3,1
40,2,4,0
40,2,5,0
40,2,6,0
40,2,7,0
40,2,8,0
40,2,9,1
40,2,10,0
40,2,11,0
40,2,12,0
40,2,13,1
40,3,1,1
40,3,2,1
40,3,3,1
40,3,4,1
40,3,5,1
40,3,6,0
40,3,7,1
40,3,8,0
40,3,9,1
40,3,10,1
40,3,11,0
40,3,12,1
40,3,13,1
40,4,1,1
40,4,2,1
40,4,3,1
40,4,4,1
40,4,5,1
40,4,6,0
40,4,7,1
40,4,8,0
40,4,9,1
40,4,10,1
40,4,11,0
40,4,12,1
40,4,13,1
40,5,1,1
40,5,2,1
40,5,3,1
40,5,4,1
40,5,5,1
40,5,6,0
40,5,7,1
40,5,8,0
40,5,9,1
40,5,10,1
40,5,11,0
40,5,12,1
40,5,13,1
40,6,1,1
40,6,2,1
40,6,3,1
40,6,4,1
40,6,5,1
40,6,6,0
40,6,7,1
40,6,8,0
40,6,9,1
40,6,10,1
40,6,11,1
40,6,12,1
40,6,13,1
40,7,1,1
40,7,2,1
40,7,3,1
40,7,4,1
40,7,5,1
40,7,6,0
40,7,7,1
40,7,8,0
40,7,9,1
40,7,10,1
40,7,11,1
40,7,12,1
40,7,13,1
40,8,1,1
40,8,2,1
40,8,3,1
40,8,4,1
40,8,5,1
40,8,6,0
40,8,7,1
40,8,8,0
40,8,9,1
40,8,10,1
40,8,11,1
40,8,12,1
40,8,13,1
40,9,1,1
40,9,2,1
40,9,3,1
40,9,4,1
40,9,5,1
40,9,6,0
40,9,7,1
40,9,8,0
40,9,9,1
40,9,10,1
40,9,11,1
40,9,12,1
40,9,13,1
40,10,1,1
40,10,2,1
40,10,3,1
40,10,4,1
40,10,5,1
40,10,6,0
40,10,7,1
40,10,8,0
40,10,9,1
40,10,10,1
40,10,11,1
40,10,12,1
40,10,13,1
40,11,1,1
40,11,2,1
40,11,3,0
40,11,4,1
40,11,5,0
40,11,6,1
40,11,7,1
40,11,8,0
40,11,9,1
40,11,10,1
40,11,11,1
40,11,12,1
40,11,13,1
40,12,1,1
40,12,2,1
40,12,3,0
40,12,4,1
40,12,5,0
40,12,6,1
40,12,7,1
40,12,8,0
40,12,9,1
40,12,10,1
40,12,11,1
40,12,12,1
40,12,13,1
40,13,1,1
40,13,2,1
40,13,3,0
40,13,4,1
40,13,5,0
40,13,6,1
40,13,7,1
40,13,8,0
40,13,9,1
40,13,10,1
40,13,11,1
40,13,12,1
40,13,13,1
40,14,1,1
40,14,2,1
40,14,3,0
40,14,4,1
40,14,5,0
40,14,6,1
40,14,7,1
40,14,8,0
40,14,9,1
40,14,10,1
40,14,11,1
40,14,12,1
40,14,13,1
40,15,1,1
40,15,2,1
40,15,3,0
40,15,4,1
40,15,5,0
40,15,6,1
40,15,7,1
40,15,8,0
40,15,9,1
40,15,10,1
40,15,11,1
40,15,12,1
40,15,13,1
40,16,1,1
40,16,2,1
40,16,3,1
40,16,4,1
40,16,5,0
40,16,6,1
40,16,7,1
40,16,8,0
40,16,9,1
40,16,10,1
40,16,11,1
40,16,12,1
40,16,13,1
40,17,1,1
40,17,2,1
40,17,3,0
40,17,4,1
40,17,5,0
40,17,6,1
40,17,7,1
40,17,8,0
40,17,9,1
40,17,10,1
40,17,11,1
40,17,12,1
40,17,13,1
40,18,1,1
40,18,2,1
40,18,3,0
40,18,4,1
40,18,5,0
40,18,6,1
40,18,7,1
40,18,8,0
40,18,9,1
40,18,10,1
40,18,11,1
40,18,12,1
40,18,13,1
40,19,1,1
40,19,2,1
40,19,3,0
40,19,4,1
40,19,5,0
40,19,6,1
40,19,7,1
40,19,8,1
40,19,9,1
40,19,10,1
40,19,11,1
40,19,12,1
40,19,13,1
40,20,1,1
40,20,2,1
40,20,3,0
40,20,4,1
40,20,5,0
40,20,6,1
40,20,7,1
40,20,8,0
40,20,9,1
40,20,10,1
40,20,11,1
40,20,12,1
40,20,13,1
40,21,1,1
40,21,2,1
40,21,3,0
40,21,4,1
40,21,5,0
40,21,6,0
40,21,7,1
40,21,8,0
40,21,9,1
40,21,10,1
40,21,11,1
40,21,12,1
40,21,13,1
40,22,1,1
40,22,2,1
40,22,3,0
40,22,4,1
40,22,5,0
40,22,6,0
40,22,7,1
40,22,8,1
40,22,9,1
40,22,10,1
40,22,11,1
40,22,12,1
40,22,13,1
40,23,1,1
40,23,2,1
40,23,3,0
40,23,4,1
40,23,5,0
40,23,6,0
40,23,7,1
40,23,8,0
40,23,9,1
40,23,10,1
40,23,11,1
40,23,12,1
40,23,13,1
40,24,1,1
40,24,2,1
40,24,3,0
40,24,4,1
40,24,5,0
40,24,6,0
40,24,7,1
40,24,8,0
40,24,9,1
40,24,10,0
40,24,11,1
40,24,12,1
40,24,13,1
41,1,1,1
41,1,2,0
41,1,3,1
41,1,4,1
41,1,5,1
41,1,6,0
41,1,7,1
41,1,8,0
41,1,9,1
41,1,10,1
41,1,11,1
41,1,12,1
41,1,13,1
41,2,1,1
41,2,2,0
41,2,3,1
41,2,4,1
41,2,5,1
41,2,6,0
41,2,7,1
41,2,8,0
41,2,9,1
41,2,10,1
41,2,11,1
41,2,12,1
41,2,13,1
41,3,1,1
41,3,2,0
41,3,3,1
41,3,4,1
41,3,5,1
41,3,6,0
41,3,7,1
41,3,8,0
41,3,9,1
41,3,10,1
41,3,11,1
41,3,12,1
41,3,13,1
41,4,1,0
41,4,2,0
41,4,3,0
41,4,4,0
41,4,5,1
41,4,6,0
41,4,7,0
41,4,8,0
41,4,9,0
41,4,10,1
41,4,11,0
41,4,12,0
41,4,13,0
41,5,1,0
41,5,2,0
41,5,3,1
41,5,4,0
41,5,5,1
41,5,6,0
41,5,7,0
41,5,8,0
41,5,9,1
41,5,10,1
41,5,11,1
41,5,12,0
41,5,13,1
41,6,1,1
41,6,2,0
41,6,3,1
41,6,4,1
41,6,5,1
41,6,6,0
41,6,7,1
41,6,8,0
41,6,9,1
41,6,10,1
41,6,11,1
41,6,12,1
41,6,13,1
41,7,1,1
41,7,2,0
41,7,3,1
41,7,4,1
41,7,5,1
41,7,6,0
41,7,7,1
41,7,8,0
41,7,9,1
41,7,10,1
41,7,11,1
41,7,12,1
41,7,13,1
41,8,1,1
41,8,2,0
41,8,3,1
41,8,4,1
41,8,5,1
41,8,6,0
41,8,7,1
41,8,8,0
41,8,9,1
41,8,10,1
41,8,11,1
41,8,12,1
41,8,13,1
41,9,1,0
41,9,2,0
41,9,3,0
41,9,4,0
41,9,5,0
41,9,6,0
41,9,7,0
41,9,8,0
41,9,9,0
41,9,10,1
41,9,11,0
41,9,12,0
41,9,13,0
41,10,1,0
41,10,2,0
41,10,3,0
41,10,4,0
41,10,5,0
41,10,6,0
41,10,7,0
41,10,8,1
41,10,9,0
41,10,10,0
41,10,11,1
41,10,12,0
41,10,13,1
41,11,1,1
41,11,2,0
41,11,3,0
41,11,4,1
41,11,5,0
41,11,6,1
41,11,7,1
41,11,8,1
41,11,9,1
41,11,10,0
41,11,11,1
41,11,12,1
41,11,13,1
41,12,1,1
41,12,2,0
41,12,3,0
41,12,4,1
41,12,5,0
41,12,6,1
41,12,7,1
41,12,8,1
41,12,9,1
41,12,10,0
41,12,11,1
41,12,12,1
41,12,13,1
41,13,1,1
41,13,2,0
41,13,3,0
41,13,4,1
41,13,5,0
41,13,6,1
41,13,7,1
41,13,8,1
41,13,9,1
41,13,10,0
41,13,11,1
41,13,12,1
41,13,13,1
41,14,1,1
41,14,2,0
41,14,3,1
41,14,4,1
41,14,5,0
41,14,6,1
41,14,7,1
41,14,8,1
41,14,9,1
41,14,10,0
41,14,11,1
41,14,12,1
41,14,13,1
41,15,1,1
41,15,2,0
41,15,3,1
41,15,4,1
41,15,5,1
41,15,6,1
41,15,7,1
41,15,8,0
41,15,9,1
41,15,10,0
41,15,11,1
41,15,12,1
41,15,13,1
41,16,1,1
41,16,2,0
41,16,3,0
41,16,4,1
41,16,5,0
41,16,6,1
41,16,7,1
41,16,8,0
41,16,9,1
41,16,10,0
41,16,11,1
41,16,12,1
41,16,13,1
41,17,1,1
41,17,2,0
41,17,3,0
41,17,4,1
41,17,5,0
41,17,6,1
41,17,7,1
41,17,8,0
41,17,9,1
41,17,10,0
41,17,11,1
41,17,12,1
41,17,13,1
41,18,1,1
41,18,2,0
41,18,3,0
41,18,4,1
41,18,5,0
41,18,6,1
41,18,7,1
41,18,8,0
41,18,9,1
41,18,10,0
41,18,11,1
41,18,12,1
41,18,13,1
41,19,1,1
41,19,2,0
41,19,3,0
41,19,4,1
41,19,5,0
41,19,6,1
41,19,7,1
41,19,8,0
41,19,9,1
41,19,10,0
41,19,11,1
41,19,12,1
41,19,13,1
41,20,1,1
41,20,2,0
41,20,3,1
41,20,4,1
41,20,5,0
41,20,6,1
41,20,7,1
41,20,8,0
41,20,9,1
41,20,10,0
41,20,11,1
41,20,12,1
41,20,13,1
41,21,1,1
41,21,2,0
41,21,3,1
41,21,4,1
41,21,5,1
41,21,6,1
41,21,7,1
41,21,8,0
41,21,9,1
41,21,10,0
41,21,11,1
41,21,12,1
41,21,13,1
41,22,1,1
41,22,2,0
41,22,3,1
41,22,4,1
41,22,5,1
41,22,6,0
41,22,7,1
41,22,8,0
41,22,9,1
41,22,10,0
41,22,11,1
41,22,12,1
41,22,13,1
41,23,1,1
41,23,2,0
41,23,3,1
41,23,4,0
41,23,5,1
41,23,6,0
41,23,7,1
41,23,8,0
41,23,9,1
41,23,10,0
41,23,11,1
41,23,12,1
41,23,13,1
41,24,1,1
41,24,2,0
41,24,3,1
41,24,4,0
41,24,5,1
41,24,6,0
41,24,7,1
41,24,8,0
41,24,9,1
41,24,10,0
41,24,11,1
41,24,12,1
41,24,13,1
42,1,1,0
42,1,2,1
42,1,3,1
42,1,4,1
42,1,5,1
42,1,6,0
