"country","iso2c","year","frt","newspread","infl","cgdpgrowth","pcgdp2005l","us3mrate","lnewspread","dnewspread","lpubdebtgdp","dpubdebtgdp","linfl","dinfl","lcgdpgrowth","dcgdpgrowth","lpcgdp2005l","dpcgdp2005l","loecdgrowth","doecdgrowth","lus3mrate","dus3mrate","lvix","dvix","lfrt","dfrt"
"United Arab Emirates","AE",1990,-0.398,NA,0.600000023841858,NA,10.7966213226318,7.48999977111816,NA,NA,7.09000015258789,NA,NA,NA,NA,NA,NA,NA,3.91646099090576,-0.891098737716675,NA,NA,NA,NA,NA,NA
"United Arab Emirates","AE",1991,-0.4,NA,5.5,NA,10.7505187988281,5.38000011444092,NA,NA,6.51999998092651,1.71999979019165,0.600000023841858,4.90000009536743,NA,NA,10.7966213226318,-0.0461025238037109,3.02536225318909,-1.78374373912811,7.48999977111816,-2.10999965667725,23.0599994659424,-4.68999862670898,-0.398,0.00502512562814071
"United Arab Emirates","AE",1992,-0.4,NA,4.26999998092651,NA,10.7298631668091,3.4300000667572,NA,NA,8.23999977111816,0.90000057220459,5.5,-1.23000001907349,NA,NA,10.7505187988281,-0.020655632019043,1.24161851406097,0.805625557899475,5.38000011444092,-1.95000004768372,18.3700008392334,-2.92000102996826,-0.4,0
"United Arab Emirates","AE",1993,-0.396,NA,5.26999998092651,NA,10.690055847168,3,NA,NA,9.14000034332275,0.00999927520751953,4.26999998092651,1,NA,NA,10.7298631668091,-0.0398073196411133,2.04724407196045,-0.756426692008972,3.4300000667572,-0.430000066757202,15.4499998092651,-2.76000022888184,-0.4,-0.01
"United Arab Emirates","AE",1994,-0.397,NA,5.69999980926514,NA,10.7057294845581,4.25,NA,NA,9.14999961853027,-0.00999927520751953,5.26999998092651,0.429999828338623,NA,NA,10.690055847168,0.0156736373901367,1.29081737995148,1.91920053958893,3,1.25,12.6899995803833,1.24000072479248,-0.396,0.00252525252525253
"United Arab Emirates","AE",1995,-0.397,NA,4.32999992370605,NA,10.7205944061279,5.48999977111816,NA,NA,9.14000034332275,-0.590000152587891,5.69999980926514,-1.36999988555908,NA,NA,10.7057294845581,0.0148649215698242,3.21001791954041,-0.426798105239868,4.25,1.23999977111816,13.9300003051758,-1.53999996185303,-0.397,0
"United Arab Emirates","AE",1996,-0.397,NA,2.98000001907349,NA,10.7252550125122,5.01000022888184,NA,NA,8.55000019073486,-2.65000009536743,4.32999992370605,-1.34999990463257,NA,NA,10.7205944061279,0.00466060638427734,2.78321981430054,0.120951652526855,5.48999977111816,-0.479999542236328,12.3900003433228,4.05000019073486,-0.397,0
"United Arab Emirates","AE",1997,-0.395,NA,2.97000002861023,NA,10.7495594024658,5.05999994277954,NA,NA,5.90000009536743,-1.05999994277954,2.98000001907349,-0.00999999046325684,NA,NA,10.7252550125122,0.0243043899536133,2.90417146682739,0.534695386886597,5.01000022888184,0.0499997138977051,16.4400005340576,5.92000007629395,-0.397,-0.00503778337531487
"United Arab Emirates","AE",1998,-0.396,NA,1.99000000953674,NA,10.6985673904419,4.78000020980835,NA,NA,4.84000015258789,2.29999971389771,2.97000002861023,-0.980000019073486,NA,NA,10.7495594024658,-0.0509920120239258,3.43886685371399,-0.819497346878052,5.05999994277954,-0.279999732971191,22.3600006103516,3.23999977111816,-0.395,0.00253164556962026
"United Arab Emirates","AE",1999,-0.399,NA,2.09999990463257,NA,10.6775302886963,4.6399998664856,NA,NA,7.1399998664856,-2.31999969482422,1.99000000953674,0.109999895095825,NA,NA,10.6985673904419,-0.0210371017456055,2.61936950683594,0.808769941329956,4.78000020980835,-0.140000343322754,25.6000003814697,-1.22999954223633,-0.396,0.00757575757575758
"United Arab Emirates","AE",2000,-0.401,NA,1.35000002384186,NA,10.7357225418091,5.82000017166138,NA,NA,4.82000017166138,-1.73000025749207,2.09999990463257,-0.74999988079071,NA,NA,10.6775302886963,0.058192253112793,3.42813944816589,0.480717182159424,4.6399998664856,1.18000030517578,24.3700008392334,-1.05000114440918,-0.399,0.00501253132832081
"United Arab Emirates","AE",2001,-0.397,NA,2.79999995231628,NA,10.7152690887451,3.39000010490417,NA,NA,3.08999991416931,-0.399999856948853,1.35000002384186,1.44999992847443,NA,NA,10.7357225418091,-0.0204534530639648,3.90885663032532,-2.48785781860352,5.82000017166138,-2.4300000667572,23.3199996948242,2.43000030517578,-0.401,-0.00997506234413966
"United Arab Emirates","AE",2002,-0.398,NA,2.92000007629395,NA,10.7104043960571,1.60000002384186,NA,NA,2.69000005722046,0.899999856948853,2.79999995231628,0.120000123977661,NA,NA,10.7152690887451,-0.00486469268798828,1.42099869251251,0.118964552879333,3.39000010490417,-1.79000008106232,25.75,1.54000091552734,-0.397,0.00251889168765743
"United Arab Emirates","AE",2003,-0.395,NA,3.11999988555908,NA,10.7506723403931,1.00999999046326,NA,NA,3.58999991416931,0.81000018119812,2.92000007629395,0.199999809265137,NA,NA,10.7104043960571,0.0402679443359375,1.53996324539185,0.494985342025757,1.60000002384186,-0.590000033378601,27.2900009155273,-5.31000137329102,-0.398,-0.00753768844221106
"United Arab Emirates","AE",2004,-0.391,NA,5.03999996185303,NA,10.7596282958984,1.37000000476837,NA,NA,4.40000009536743,1.23999977111816,3.11999988555908,1.92000007629395,NA,NA,10.7506723403931,0.00895595550537109,2.0349485874176,1.08552694320679,1.00999999046326,0.360000014305115,21.9799995422363,-6.5,-0.395,-0.010126582278481
"United Arab Emirates","AE",2005,-0.387,NA,6.19999980926514,NA,10.6812953948975,3.15000009536743,NA,NA,5.6399998664856,0.990000247955322,5.03999996185303,1.15999984741211,NA,NA,10.7596282958984,-0.0783329010009766,3.12047553062439,-0.510336875915527,1.37000000476837,1.78000009059906,15.4799995422363,-2.66999912261963,-0.391,-0.010230179028133
